"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"1500000US360470464001","Block Group 1, Census Tract 464, Kings County, New York","1229","513","null","null","1122","509","null","null","7","12","null","null","0","12","null","null","58","47","null","null","0","12","null","null","16","null","25","null","26","43","null","null","0","12","null","null","26","43","null","null",
"1500000US360470464002","Block Group 2, Census Tract 464, Kings County, New York","1488","414","null","null","1429","411","null","null","46","53","null","null","0","12","null","null","13","18","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470468001","Block Group 1, Census Tract 468, Kings County, New York","1995","450","null","null","1917","447","null","null","6","6","null","null","0","12","null","null","52","74","null","null","0","12","null","null","1","null","3","null","19","27","null","null","19","27","null","null","0","12","null","null",
"1500000US360470470001","Block Group 1, Census Tract 470, Kings County, New York","1375","445","null","null","1375","445","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470470002","Block Group 2, Census Tract 470, Kings County, New York","1021","326","null","null","984","326","null","null","3","3","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","34","52","null","null","1","3","null","null","33","52","null","null",
"1500000US360470472001","Block Group 1, Census Tract 472, Kings County, New York","588","301","null","null","560","300","null","null","22","15","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","6","14","null","null","0","12","null","null","6","14","null","null",
"1500000US360470472002","Block Group 2, Census Tract 472, Kings County, New York","1136","467","null","null","1120","479","null","null","0","12","null","null","0","12","null","null","3","35","null","null","0","12","null","null","13","null","20","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470472003","Block Group 3, Census Tract 472, Kings County, New York","1141","532","null","null","1141","532","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470474001","Block Group 1, Census Tract 474, Kings County, New York","1367","310","null","null","1255","280","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","99","null","146","null","13","19","null","null","0","12","null","null","13","19","null","null",
"1500000US360470474002","Block Group 2, Census Tract 474, Kings County, New York","891","310","null","null","882","313","null","null","4","7","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","5","9","null","null","0","12","null","null","5","9","null","null",
"1500000US360470476001","Block Group 1, Census Tract 476, Kings County, New York","1104","757","null","null","930","708","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","174","null","272","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470476002","Block Group 2, Census Tract 476, Kings County, New York","541","409","null","null","521","408","null","null","1","2","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","19","28","null","null","0","12","null","null","19","28","null","null",
"1500000US360470476003","Block Group 3, Census Tract 476, Kings County, New York","1359","490","null","null","1264","432","null","null","84","105","null","null","0","12","null","null","11","20","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470477001","Block Group 1, Census Tract 477, Kings County, New York","1505","299","null","null","1192","244","null","null","63","98","null","null","0","12","null","null","103","79","null","null","0","12","null","null","77","null","103","null","70","55","null","null","30","34","null","null","40","37","null","null",
"1500000US360470477002","Block Group 2, Census Tract 477, Kings County, New York","2196","395","null","null","1661","333","null","null","12","16","null","null","0","12","null","null","140","77","null","null","0","12","null","null","78","null","71","null","305","216","null","null","146","191","null","null","159","124","null","null",
"1500000US360470478001","Block Group 1, Census Tract 478, Kings County, New York","1167","539","null","null","817","531","null","null","0","12","null","null","0","12","null","null","179","170","null","null","0","12","null","null","76","null","93","null","95","112","null","null","0","12","null","null","95","112","null","null",
"1500000US360470478002","Block Group 2, Census Tract 478, Kings County, New York","1129","389","null","null","1039","352","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","90","null","125","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470478003","Block Group 3, Census Tract 478, Kings County, New York","1630","514","null","null","1458","488","null","null","7","16","null","null","0","12","null","null","46","78","null","null","0","12","null","null","119","null","159","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470480001","Block Group 1, Census Tract 480, Kings County, New York","1148","412","null","null","893","416","null","null","88","72","null","null","0","12","null","null","96","88","null","null","0","12","null","null","61","null","99","null","10","20","null","null","10","20","null","null","0","12","null","null",
"1500000US360470480002","Block Group 2, Census Tract 480, Kings County, New York","2299","653","null","null","1195","490","null","null","28","43","null","null","171","263","null","null","450","296","null","null","0","12","null","null","455","null","353","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470481001","Block Group 1, Census Tract 481, Kings County, New York","737","241","null","null","516","275","null","null","0","12","null","null","0","12","null","null","58","62","null","null","0","12","null","null","154","null","178","null","9","14","null","null","0","12","null","null","9","14","null","null",
"1500000US360470481002","Block Group 2, Census Tract 481, Kings County, New York","540","137","null","null","356","123","null","null","21","33","null","null","0","12","null","null","99","65","null","null","0","12","null","null","42","null","48","null","22","34","null","null","0","12","null","null","22","34","null","null",
"1500000US360470481003","Block Group 3, Census Tract 481, Kings County, New York","1770","783","null","null","920","223","null","null","171","136","null","null","0","12","null","null","31","26","null","null","0","12","null","null","598","null","708","null","50","42","null","null","21","32","null","null","29","26","null","null",
"1500000US360470482001","Block Group 1, Census Tract 482, Kings County, New York","275","186","null","null","66","50","null","null","0","12","null","null","0","12","null","null","156","172","null","null","0","12","null","null","44","null","53","null","9","14","null","null","0","12","null","null","9","14","null","null",
"1500000US360470482002","Block Group 2, Census Tract 482, Kings County, New York","1442","690","null","null","1126","714","null","null","86","69","null","null","0","12","null","null","148","91","null","null","0","12","null","null","23","null","31","null","59","84","null","null","0","12","null","null","59","84","null","null",
"1500000US360470482003","Block Group 3, Census Tract 482, Kings County, New York","2154","428","null","null","1603","447","null","null","217","162","null","null","0","12","null","null","324","232","null","null","0","12","null","null","0","null","12","null","10","15","null","null","0","12","null","null","10","15","null","null",
"1500000US360470482004","Block Group 4, Census Tract 482, Kings County, New York","913","314","null","null","343","185","null","null","54","57","null","null","0","12","null","null","303","257","null","null","0","12","null","null","194","null","186","null","19","33","null","null","0","12","null","null","19","33","null","null",
"1500000US360470482005","Block Group 5, Census Tract 482, Kings County, New York","171","129","null","null","27","42","null","null","0","12","null","null","0","12","null","null","41","60","null","null","0","12","null","null","103","null","133","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470484001","Block Group 1, Census Tract 484, Kings County, New York","2309","693","null","null","1739","577","null","null","68","63","null","null","0","12","null","null","469","394","null","null","0","12","null","null","6","null","10","null","27","36","null","null","27","36","null","null","0","12","null","null",
"1500000US360470484002","Block Group 2, Census Tract 484, Kings County, New York","2033","518","null","null","1426","423","null","null","146","187","null","null","0","12","null","null","288","458","null","null","0","12","null","null","57","null","88","null","116","113","null","null","23","36","null","null","93","104","null","null",
"1500000US360470484003","Block Group 3, Census Tract 484, Kings County, New York","1224","894","null","null","868","834","null","null","149","207","null","null","0","12","null","null","46","66","null","null","0","12","null","null","26","null","53","null","135","193","null","null","0","12","null","null","135","193","null","null",
"1500000US360470485001","Block Group 1, Census Tract 485, Kings County, New York","924","220","null","null","459","127","null","null","138","153","null","null","0","12","null","null","60","37","null","null","0","12","null","null","189","null","139","null","78","47","null","null","1","5","null","null","77","48","null","null",
"1500000US360470485002","Block Group 2, Census Tract 485, Kings County, New York","1330","225","null","null","913","170","null","null","69","43","null","null","108","132","null","null","45","28","null","null","0","12","null","null","110","null","87","null","85","52","null","null","27","25","null","null","58","40","null","null",
"1500000US360470486001","Block Group 1, Census Tract 486, Kings County, New York","853","250","null","null","259","140","null","null","0","12","null","null","0","12","null","null","478","205","null","null","0","12","null","null","108","null","138","null","8","15","null","null","0","12","null","null","8","15","null","null",
"1500000US360470486002","Block Group 2, Census Tract 486, Kings County, New York","1397","823","null","null","400","181","null","null","598","815","null","null","11","15","null","null","207","132","null","null","0","12","null","null","181","null","149","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470486003","Block Group 3, Census Tract 486, Kings County, New York","902","237","null","null","297","193","null","null","22","23","null","null","0","12","null","null","477","130","null","null","0","12","null","null","106","null","73","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470488001","Block Group 1, Census Tract 488, Kings County, New York","894","218","null","null","577","194","null","null","138","66","null","null","0","12","null","null","153","100","null","null","0","12","null","null","26","null","27","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470488002","Block Group 2, Census Tract 488, Kings County, New York","1309","357","null","null","800","306","null","null","20","29","null","null","0","12","null","null","284","202","null","null","0","12","null","null","200","null","199","null","5","6","null","null","1","3","null","null","4","6","null","null",
"1500000US360470488003","Block Group 3, Census Tract 488, Kings County, New York","1841","506","null","null","618","259","null","null","88","92","null","null","0","12","null","null","679","423","null","null","0","12","null","null","13","null","21","null","443","253","null","null","38","49","null","null","405","261","null","null",
"1500000US360470489001","Block Group 1, Census Tract 489, Kings County, New York","1113","530","null","null","93","90","null","null","337","201","null","null","365","393","null","null","62","89","null","null","0","12","null","null","211","null","204","null","45","71","null","null","0","12","null","null","45","71","null","null",
"1500000US360470489002","Block Group 2, Census Tract 489, Kings County, New York","1129","560","null","null","385","429","null","null","463","304","null","null","7","11","null","null","0","12","null","null","0","12","null","null","274","null","250","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470489003","Block Group 3, Census Tract 489, Kings County, New York","1349","398","null","null","221","125","null","null","595","275","null","null","0","12","null","null","0","12","null","null","0","12","null","null","492","null","357","null","41","63","null","null","0","12","null","null","41","63","null","null",
"1500000US360470490001","Block Group 1, Census Tract 490, Kings County, New York","2495","992","null","null","1025","340","null","null","244","262","null","null","55","95","null","null","531","605","null","null","0","12","null","null","467","null","589","null","173","168","null","null","4","6","null","null","169","168","null","null",
"1500000US360470490002","Block Group 2, Census Tract 490, Kings County, New York","2410","538","null","null","1512","585","null","null","126","116","null","null","0","12","null","null","604","413","null","null","0","12","null","null","30","null","48","null","138","142","null","null","0","12","null","null","138","142","null","null",
"1500000US360470490003","Block Group 3, Census Tract 490, Kings County, New York","449","391","null","null","449","391","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470491001","Block Group 1, Census Tract 491, Kings County, New York","2170","1095","null","null","1108","1040","null","null","421","237","null","null","0","12","null","null","607","419","null","null","0","12","null","null","34","null","47","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470491002","Block Group 2, Census Tract 491, Kings County, New York","894","420","null","null","504","319","null","null","0","12","null","null","42","64","null","null","156","161","null","null","0","12","null","null","158","null","196","null","34","53","null","null","0","12","null","null","34","53","null","null",
"1500000US360470491003","Block Group 3, Census Tract 491, Kings County, New York","2446","610","null","null","758","374","null","null","542","436","null","null","0","12","null","null","109","144","null","null","0","12","null","null","958","null","528","null","79","75","null","null","21","33","null","null","58","68","null","null",
"1500000US360470491004","Block Group 4, Census Tract 491, Kings County, New York","1308","410","null","null","363","248","null","null","26","32","null","null","0","12","null","null","791","350","null","null","0","12","null","null","128","null","141","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470492001","Block Group 1, Census Tract 492, Kings County, New York","1254","563","null","null","803","470","null","null","142","139","null","null","0","12","null","null","301","325","null","null","0","12","null","null","0","null","12","null","8","14","null","null","0","12","null","null","8","14","null","null",
"1500000US360470492002","Block Group 2, Census Tract 492, Kings County, New York","736","296","null","null","287","124","null","null","103","147","null","null","0","12","null","null","262","184","null","null","0","12","null","null","7","null","14","null","77","81","null","null","24","37","null","null","53","73","null","null",
"1500000US360470492003","Block Group 3, Census Tract 492, Kings County, New York","1250","420","null","null","959","347","null","null","92","116","null","null","0","12","null","null","88","112","null","null","0","12","null","null","54","null","114","null","57","69","null","null","16","27","null","null","41","63","null","null",
"1500000US360470493011","Block Group 1, Census Tract 493.01, Kings County, New York","2288","454","null","null","729","304","null","null","575","360","null","null","40","64","null","null","0","12","null","null","0","12","null","null","712","null","392","null","232","240","null","null","212","236","null","null","20","35","null","null",
"1500000US360470493021","Block Group 1, Census Tract 493.02, Kings County, New York","1209","534","null","null","490","194","null","null","0","12","null","null","0","12","null","null","100","99","null","null","0","12","null","null","473","null","405","null","146","162","null","null","0","12","null","null","146","162","null","null",
"1500000US360470493022","Block Group 2, Census Tract 493.02, Kings County, New York","668","357","null","null","465","297","null","null","46","77","null","null","0","12","null","null","74","92","null","null","0","12","null","null","83","null","81","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470493023","Block Group 3, Census Tract 493.02, Kings County, New York","2051","504","null","null","626","388","null","null","387","369","null","null","0","12","null","null","0","12","null","null","0","12","null","null","803","null","528","null","235","264","null","null","235","264","null","null","0","12","null","null",
"1500000US360470493024","Block Group 4, Census Tract 493.02, Kings County, New York","1076","479","null","null","359","188","null","null","307","289","null","null","0","12","null","null","107","85","null","null","0","12","null","null","190","null","201","null","113","138","null","null","0","12","null","null","113","138","null","null",
"1500000US360470494001","Block Group 1, Census Tract 494, Kings County, New York","1722","441","null","null","748","203","null","null","145","131","null","null","0","12","null","null","239","196","null","null","0","12","null","null","25","null","36","null","565","326","null","null","16","24","null","null","549","327","null","null",
"1500000US360470494002","Block Group 2, Census Tract 494, Kings County, New York","1344","340","null","null","859","337","null","null","233","174","null","null","0","12","null","null","163","125","null","null","0","12","null","null","65","null","137","null","24","25","null","null","13","18","null","null","11","18","null","null",
"1500000US360470494003","Block Group 3, Census Tract 494, Kings County, New York","2061","530","null","null","1169","327","null","null","163","147","null","null","0","12","null","null","493","451","null","null","0","12","null","null","48","null","61","null","188","249","null","null","0","12","null","null","188","249","null","null",
"1500000US360470494004","Block Group 4, Census Tract 494, Kings County, New York","554","307","null","null","458","301","null","null","10","15","null","null","0","12","null","null","86","104","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470495001","Block Group 1, Census Tract 495, Kings County, New York","572","172","null","null","521","170","null","null","0","12","null","null","0","12","null","null","34","26","null","null","0","12","null","null","0","null","12","null","17","19","null","null","0","12","null","null","17","19","null","null",
"1500000US360470495002","Block Group 2, Census Tract 495, Kings County, New York","1420","370","null","null","952","355","null","null","188","126","null","null","0","12","null","null","97","72","null","null","0","12","null","null","158","null","160","null","25","37","null","null","0","12","null","null","25","37","null","null",
"1500000US360470495003","Block Group 3, Census Tract 495, Kings County, New York","566","176","null","null","368","126","null","null","33","41","null","null","0","12","null","null","89","71","null","null","0","12","null","null","46","null","48","null","30","38","null","null","22","35","null","null","8","14","null","null",
"1500000US360470496001","Block Group 1, Census Tract 496, Kings County, New York","1766","344","null","null","775","220","null","null","104","79","null","null","147","242","null","null","457","286","null","null","0","12","null","null","203","null","317","null","80","80","null","null","0","12","null","null","80","80","null","null",
"1500000US360470496002","Block Group 2, Census Tract 496, Kings County, New York","1050","338","null","null","597","285","null","null","17","26","null","null","0","12","null","null","411","226","null","null","0","12","null","null","8","null","12","null","17","26","null","null","0","12","null","null","17","26","null","null",
"1500000US360470496003","Block Group 3, Census Tract 496, Kings County, New York","1206","408","null","null","349","211","null","null","37","51","null","null","0","12","null","null","694","357","null","null","0","12","null","null","126","null","142","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470497001","Block Group 1, Census Tract 497, Kings County, New York","935","226","null","null","732","212","null","null","28","35","null","null","0","12","null","null","95","56","null","null","0","12","null","null","30","null","32","null","50","40","null","null","0","12","null","null","50","40","null","null",
"1500000US360470497002","Block Group 2, Census Tract 497, Kings County, New York","706","215","null","null","541","197","null","null","9","15","null","null","0","12","null","null","97","67","null","null","0","12","null","null","59","null","81","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470497003","Block Group 3, Census Tract 497, Kings County, New York","1124","244","null","null","804","180","null","null","0","12","null","null","0","12","null","null","169","113","null","null","0","12","null","null","51","null","50","null","100","71","null","null","48","67","null","null","52","25","null","null",
"1500000US360470498001","Block Group 1, Census Tract 498, Kings County, New York","1299","427","null","null","605","251","null","null","22","37","null","null","0","12","null","null","370","217","null","null","0","12","null","null","91","null","144","null","211","159","null","null","76","92","null","null","135","136","null","null",
"1500000US360470498002","Block Group 2, Census Tract 498, Kings County, New York","2176","476","null","null","799","246","null","null","84","75","null","null","0","12","null","null","1019","390","null","null","0","12","null","null","135","null","123","null","139","102","null","null","11","16","null","null","128","100","null","null",
"1500000US360470498003","Block Group 3, Census Tract 498, Kings County, New York","536","231","null","null","407","208","null","null","0","12","null","null","0","12","null","null","65","57","null","null","0","12","null","null","64","null","97","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470499001","Block Group 1, Census Tract 499, Kings County, New York","813","194","null","null","637","183","null","null","34","38","null","null","0","12","null","null","55","42","null","null","0","12","null","null","7","null","12","null","80","64","null","null","1","3","null","null","79","64","null","null",
"1500000US360470499002","Block Group 2, Census Tract 499, Kings County, New York","1217","334","null","null","897","176","null","null","19","29","null","null","0","12","null","null","38","32","null","null","0","12","null","null","32","null","42","null","231","277","null","null","0","12","null","null","231","277","null","null",
"1500000US360470500011","Block Group 1, Census Tract 500.01, Kings County, New York","1210","369","null","null","814","306","null","null","56","62","null","null","0","12","null","null","205","75","null","null","0","12","null","null","68","null","105","null","67","52","null","null","0","12","null","null","67","52","null","null",
"1500000US360470500012","Block Group 2, Census Tract 500.01, Kings County, New York","944","183","null","null","607","189","null","null","112","107","null","null","0","12","null","null","160","105","null","null","0","12","null","null","5","null","8","null","60","51","null","null","28","23","null","null","32","47","null","null",
"1500000US360470500021","Block Group 1, Census Tract 500.02, Kings County, New York","1813","316","null","null","997","181","null","null","225","123","null","null","0","12","null","null","302","149","null","null","0","12","null","null","75","null","86","null","214","176","null","null","14","22","null","null","200","172","null","null",
"1500000US360470501001","Block Group 1, Census Tract 501, Kings County, New York","823","254","null","null","676","221","null","null","87","113","null","null","0","12","null","null","60","77","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470501002","Block Group 2, Census Tract 501, Kings County, New York","1420","467","null","null","927","413","null","null","0","12","null","null","0","12","null","null","82","80","null","null","0","12","null","null","355","null","285","null","56","74","null","null","0","12","null","null","56","74","null","null",
"1500000US360470501003","Block Group 3, Census Tract 501, Kings County, New York","1006","233","null","null","785","199","null","null","0","12","null","null","46","66","null","null","40","49","null","null","0","12","null","null","40","null","43","null","95","79","null","null","83","77","null","null","12","19","null","null",
"1500000US360470502021","Block Group 1, Census Tract 502.02, Kings County, New York","962","182","null","null","781","179","null","null","0","12","null","null","0","12","null","null","40","28","null","null","0","12","null","null","37","null","31","null","104","59","null","null","36","43","null","null","68","43","null","null",
"1500000US360470502022","Block Group 2, Census Tract 502.02, Kings County, New York","1331","292","null","null","999","223","null","null","17","24","null","null","11","17","null","null","192","200","null","null","0","12","null","null","0","null","12","null","112","83","null","null","0","12","null","null","112","83","null","null",
"1500000US360470503001","Block Group 1, Census Tract 503, Kings County, New York","1102","428","null","null","844","408","null","null","51","63","null","null","39","60","null","null","87","72","null","null","0","12","null","null","9","null","15","null","72","51","null","null","11","17","null","null","61","49","null","null",
"1500000US360470503002","Block Group 2, Census Tract 503, Kings County, New York","716","184","null","null","516","162","null","null","25","28","null","null","29","33","null","null","28","30","null","null","0","12","null","null","31","null","49","null","87","71","null","null","44","50","null","null","43","44","null","null",
"1500000US360470503003","Block Group 3, Census Tract 503, Kings County, New York","906","217","null","null","674","184","null","null","13","20","null","null","91","108","null","null","38","38","null","null","0","12","null","null","50","null","53","null","40","32","null","null","0","12","null","null","40","32","null","null",
"1500000US360470504011","Block Group 1, Census Tract 504.01, Kings County, New York","1316","346","null","null","922","270","null","null","136","85","null","null","0","12","null","null","81","129","null","null","0","12","null","null","87","null","65","null","90","95","null","null","22","38","null","null","68","87","null","null",
"1500000US360470504012","Block Group 2, Census Tract 504.01, Kings County, New York","1609","420","null","null","830","310","null","null","214","170","null","null","0","12","null","null","402","376","null","null","0","12","null","null","19","null","33","null","144","99","null","null","43","69","null","null","101","73","null","null",
"1500000US360470504021","Block Group 1, Census Tract 504.02, Kings County, New York","1268","784","null","null","741","344","null","null","431","472","null","null","0","12","null","null","79","104","null","null","0","12","null","null","17","null","20","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470504022","Block Group 2, Census Tract 504.02, Kings County, New York","650","167","null","null","482","163","null","null","118","163","null","null","0","12","null","null","15","24","null","null","0","12","null","null","0","null","12","null","35","34","null","null","0","12","null","null","35","34","null","null",
"1500000US360470505001","Block Group 1, Census Tract 505, Kings County, New York","1526","567","null","null","233","112","null","null","774","597","null","null","16","27","null","null","0","12","null","null","0","12","null","null","419","null","201","null","84","108","null","null","0","12","null","null","84","108","null","null",
"1500000US360470505002","Block Group 2, Census Tract 505, Kings County, New York","754","205","null","null","593","197","null","null","12","21","null","null","0","12","null","null","65","56","null","null","0","12","null","null","84","null","70","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470505003","Block Group 3, Census Tract 505, Kings County, New York","1684","522","null","null","369","177","null","null","230","129","null","null","0","12","null","null","729","408","null","null","0","12","null","null","264","null","180","null","92","76","null","null","64","67","null","null","28","35","null","null",
"1500000US360470506001","Block Group 1, Census Tract 506, Kings County, New York","1148","352","null","null","190","87","null","null","636","323","null","null","52","81","null","null","66","69","null","null","0","12","null","null","131","null","133","null","73","58","null","null","36","45","null","null","37","41","null","null",
"1500000US360470506002","Block Group 2, Census Tract 506, Kings County, New York","721","252","null","null","302","140","null","null","310","224","null","null","13","19","null","null","66","58","null","null","0","12","null","null","22","null","23","null","8","13","null","null","0","12","null","null","8","13","null","null",
"1500000US360470506003","Block Group 3, Census Tract 506, Kings County, New York","1633","629","null","null","675","296","null","null","263","157","null","null","0","12","null","null","468","520","null","null","0","12","null","null","139","null","129","null","88","72","null","null","25","35","null","null","63","68","null","null",
"1500000US360470506004","Block Group 4, Census Tract 506, Kings County, New York","1567","583","null","null","600","254","null","null","671","503","null","null","0","12","null","null","18","20","null","null","0","12","null","null","215","null","242","null","63","60","null","null","40","52","null","null","23","26","null","null",
"1500000US360470507001","Block Group 1, Census Tract 507, Kings County, New York","3189","798","null","null","2723","793","null","null","106","108","null","null","20","27","null","null","38","26","null","null","0","12","null","null","228","null","94","null","74","61","null","null","53","54","null","null","21","33","null","null",
"1500000US360470508011","Block Group 1, Census Tract 508.01, Kings County, New York","1345","384","null","null","315","206","null","null","773","294","null","null","0","12","null","null","127","136","null","null","0","12","null","null","0","null","12","null","130","173","null","null","106","172","null","null","24","27","null","null",
"1500000US360470508012","Block Group 2, Census Tract 508.01, Kings County, New York","2346","477","null","null","482","244","null","null","1355","350","null","null","0","12","null","null","21","24","null","null","0","12","null","null","455","null","329","null","33","40","null","null","6","10","null","null","27","39","null","null",
"1500000US360470508031","Block Group 1, Census Tract 508.03, Kings County, New York","2648","463","null","null","657","214","null","null","1537","236","null","null","9","14","null","null","63","44","null","null","0","12","null","null","165","null","104","null","217","284","null","null","182","289","null","null","35","36","null","null",
"1500000US360470508041","Block Group 1, Census Tract 508.04, Kings County, New York","2582","823","null","null","630","448","null","null","1482","667","null","null","0","12","null","null","113","110","null","null","0","12","null","null","238","null","302","null","119","102","null","null","19","33","null","null","100","102","null","null",
"1500000US360470508042","Block Group 2, Census Tract 508.04, Kings County, New York","1794","511","null","null","839","356","null","null","834","371","null","null","0","12","null","null","0","12","null","null","0","12","null","null","69","null","88","null","52","57","null","null","52","57","null","null","0","12","null","null",
"1500000US360470508043","Block Group 3, Census Tract 508.04, Kings County, New York","1745","542","null","null","464","268","null","null","647","327","null","null","0","12","null","null","34","65","null","null","0","12","null","null","573","null","412","null","27","31","null","null","0","12","null","null","27","31","null","null",
"1500000US360470509001","Block Group 1, Census Tract 509, Kings County, New York","1933","497","null","null","1610","434","null","null","30","36","null","null","0","12","null","null","0","12","null","null","0","12","null","null","169","null","168","null","124","189","null","null","0","12","null","null","124","189","null","null",
"1500000US360470509002","Block Group 2, Census Tract 509, Kings County, New York","3844","1259","null","null","3827","1260","null","null","0","12","null","null","0","12","null","null","0","12","null","null","0","12","null","null","17","null","27","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1500000US360470510011","Block Group 1, Census Tract 510.01, Kings County, New York","1658","425","null","null","74","52","null","null","1315","368","null","null","0","12","null","null","65","102","null","null","0","12","null","null","89","null","117","null","115","100","null","null","71","76","null","null","44","44","null","null",
"1500000US360470510012","Block Group 2, Census Tract 510.01, Kings County, New York","3019","1037","null","null","372","289","null","null","2407","1039","null","null","0","12","null","null","64","83","null","null","0","12","null","null","104","null","105","null","72","75","null","null","44","71","null","null","28","28","null","null",
"1500000US360470510021","Block Group 1, Census Tract 510.02, Kings County, New York","1924","424","null","null","168","97","null","null","1427","441","null","null","0","12","null","null","21","30","null","null","0","12","null","null","265","null","233","null","43","38","null","null","12","18","null","null","31","34","null","null",
"1500000US360470510022","Block Group 2, Census Tract 510.02, Kings County, New York","1255","337","null","null","218","144","null","null","806","310","null","null","0","12","null","null","64","64","null","null","0","12","null","null","122","null","158","null","45","74","null","null","45","74","null","null","0","12","null","null",
"1500000US360470510023","Block Group 3, Census Tract 510.02, Kings County, New York","952","293","null","null","114","88","null","null","498","208","null","null","0","12","null","null","39","47","null","null","0","12","null","null","217","null","245","null","84","101","null","null","30","48","null","null","54","61","null","null",
"1500000US360470511001","Block Group 1, Census Tract 511, Kings County, New York","1485","305","null","null","344","114","null","null","169","98","null","null","0","12","null","null","735","219","null","null","0","12","null","null","213","null","124","null","24","28","null","null","12","18","null","null","12","22","null","null",
"1500000US360470511002","Block Group 2, Census Tract 511, Kings County, New York","1271","294","null","null","920","285","null","null","42","40","null","null","0","12","null","null","80","58","null","null","0","12","null","null","93","null","99","null","136","107","null","null","56","61","null","null","80","61","null","null",
"1500000US360470511003","Block Group 3, Census Tract 511, Kings County, New York","1570","327","null","null","915","314","null","null","146","171","null","null","0","12","null","null","166","107","null","null","0","12","null","null","179","null","95","null","164","118","null","null","112","99","null","null","52","59","null","null",
"1500000US360470512001","Block Group 1, Census Tract 512, Kings County, New York","1386","474","null","null","382","201","null","null","904","427","null","null","0","12","null","null","13","27","null","null","0","12","null","null","54","null","61","null","33","57","null","null","0","12","null","null","33","57","null","null",
"1500000US360470512002","Block Group 2, Census Tract 512, Kings County, New York","1709","931","null","null","60","58","null","null","1335","896","null","null","0","12","null","null","75","103","null","null","0","12","null","null","173","null","273","null","66","78","null","null","0","12","null","null","66","78","null","null",
"1500000US360470512003","Block Group 3, Census Tract 512, Kings County, New York","1632","543","null","null","234","145","null","null","841","431","null","null","0","12","null","null","0","12","null","null","0","12","null","null","542","null","465","null","15","24","null","null","0","12","null","null","15","24","null","null",
"1500000US360470512004","Block Group 4, Census Tract 512, Kings County, New York","1096","425","null","null","399","242","null","null","537","318","null","null","0","12","null","null","0","12","null","null","0","12","null","null","143","null","224","null","17","27","null","null","0","12","null","null","17","27","null","null",
